season,week,celebrity_name,judge_rank,audience_rank,rank_diff_rank,rank_direction_rank,survival_prob
1,4,Kelly Monaco,1.0,4.0,3.0,-3.0,0.7959068111375295
2,1,Drew Lachey,1.0,4.0,3.0,-3.0,1.0
2,4,Drew Lachey,1.0,4.0,3.0,-3.0,1.0
3,1,Mario Lopez,1.0,4.0,3.0,-3.0,1.0
3,3,Harry Hamlin,4.0,7.0,3.0,-3.0,0.9144734281097419
3,5,Willa Ford,1.0,4.0,3.0,-3.0,0.9067553592663559
3,7,Emmitt Smith,1.0,4.0,3.0,-3.0,0.8828908109622902
4,2,Laila Ali,1.0,4.0,3.0,-3.0,1.0
4,2,Leeza Gibbons,6.0,9.0,3.0,-3.0,0.8886520028187566
4,3,Ian Ziering,1.0,4.0,3.0,-3.0,0.9796444766093051
4,3,Shandi Finnessey,6.0,9.0,3.0,-3.0,0.8501478527277395
4,4,Joey Fatone,1.0,4.0,3.0,-3.0,1.0
4,7,Joey Fatone,1.0,4.0,3.0,-3.0,0.9478241599460855
4,9,Joey Fatone,1.0,4.0,3.0,-3.0,0.8339923656117052
5,1,Sabrina Bryan,1.0,4.0,3.0,-3.0,1.0
5,2,Helio Castroneves,1.0,4.0,3.0,-3.0,1.0
5,3,Jane Seymour,1.0,4.0,3.0,-3.0,1.0
5,3,Mel B,1.0,4.0,3.0,-3.0,1.0
5,3,Sabrina Bryan,1.0,4.0,3.0,-3.0,1.0
5,7,Marie Osmond,3.0,6.0,3.0,-3.0,0.7469014601273207
6,3,Adam Carolla,6.0,9.0,3.0,-3.0,0.8263551073383519
6,4,Marissa Jaret Winokur,5.0,8.0,3.0,-3.0,0.8430502295840794
6,5,Marissa Jaret Winokur,4.0,7.0,3.0,-3.0,0.8437667020419777
7,2,Misty May-Treanor,4.0,7.0,3.0,-3.0,0.9229527014217047
7,4,Cloris Leachman,5.0,8.0,3.0,-3.0,0.7946571975836407
7,5,Maurice Greene,3.0,6.0,3.0,-3.0,0.879990126073077
8,2,Gilles Marini,1.0,4.0,3.0,-3.0,1.0
8,3,Gilles Marini,1.0,4.0,3.0,-3.0,1.0
8,3,Melissa Rycroft,1.0,4.0,3.0,-3.0,1.0
8,3,Shawn Johnson,1.0,4.0,3.0,-3.0,1.0
8,8,Lil' Kim,1.0,4.0,3.0,-3.0,0.8904640871100469
8,8,Ty Murray,3.0,6.0,3.0,-3.0,0.7013877771625436
8,9,Melissa Rycroft,1.0,4.0,3.0,-3.0,0.8239841937149366
9,2,Melissa Joan Hart,9.0,12.0,3.0,-3.0,0.8455903638904302
9,3,Donny Osmond,4.0,7.0,3.0,-3.0,0.9451808604045726
9,3,Mya,1.0,4.0,3.0,-3.0,1.0
9,4,Donny Osmond,4.0,7.0,3.0,-3.0,0.9437787778905764
9,8,Joanna Krupa,2.0,5.0,3.0,-3.0,0.8120848462217465
11,2,Jennifer Grey,1.0,4.0,3.0,-3.0,1.0
11,2,Kurt Warner,5.0,8.0,3.0,-3.0,0.907691428922655
11,3,Rick Fox,2.0,5.0,3.0,-3.0,0.962089022104951
12,3,Kirstie Alley,5.0,8.0,3.0,-3.0,0.9079349380690572
12,5,Romeo,2.0,5.0,3.0,-3.0,0.9317763146366044
13,2,Rob Kardashian,4.0,7.0,3.0,-3.0,0.9264612175186455
13,3,David Arquette,4.0,7.0,3.0,-3.0,0.8973672081470485
13,5,David Arquette,2.0,5.0,3.0,-3.0,0.9196843286693996
13,7,Hope Solo,3.0,6.0,3.0,-3.0,0.7978991024275963
14,3,Gavin DeGraw,7.0,10.0,3.0,-3.0,0.8384724452269348
14,3,William Levy,2.0,5.0,3.0,-3.0,0.990049099272867
14,4,Melissa Gilbert,6.0,9.0,3.0,-3.0,0.8021532810981222
14,9,Maria Menounos,1.0,4.0,3.0,-3.0,0.8129532993812397
15,2,Joey Fatone,7.0,10.0,3.0,-3.0,0.8734026444515539
15,3,Apolo Anton Ohno,4.0,7.0,3.0,-3.0,0.9348913711198042
15,4,Kelly Monaco,3.0,6.0,3.0,-3.0,0.9147694713980143
15,4,Shawn Johnson,1.0,4.0,3.0,-3.0,0.9627728873497805
15,5,Gilles Marini,2.0,5.0,3.0,-3.0,0.9322664181580214
15,5,Sabrina Bryan,1.0,4.0,3.0,-3.0,0.9475559033217911
15,6,Kirstie Alley,5.0,8.0,3.0,-3.0,0.6887012612181798
15,6,Sabrina Bryan,1.0,4.0,3.0,-3.0,0.944398616308492
15,7,Kelly Monaco,3.0,6.0,3.0,-3.0,0.8533576073607423
15,9,Shawn Johnson,1.0,4.0,3.0,-3.0,0.7856205310187003
16,3,Jacoby Jones,1.0,4.0,3.0,-3.0,1.0
16,3,Zendaya,1.0,4.0,3.0,-3.0,1.0
16,8,Zendaya,1.0,4.0,3.0,-3.0,0.9240615946096555
16,9,Jacoby Jones,1.0,4.0,3.0,-3.0,0.8631895978153893
16,10,Zendaya,1.0,4.0,3.0,-3.0,0.31945570108286947
17,1,Corbin Bleu,2.0,5.0,3.0,-3.0,1.0
17,1,Elizabeth Berkley Lauren,2.0,5.0,3.0,-3.0,1.0
17,3,Bill Engvall,6.0,9.0,3.0,-3.0,0.9051115024620642
17,4,Jack Osbourne,4.0,7.0,3.0,-3.0,0.9084570262438395
17,5,Brant Daugherty,3.0,6.0,3.0,-3.0,0.9067094718443817
17,5,Corbin Bleu,1.0,4.0,3.0,-3.0,0.9887954245405175
17,7,Amber Riley,1.0,4.0,3.0,-3.0,0.9164387772283288
17,11,Amber Riley,1.0,4.0,3.0,-3.0,0.35399479797863576
18,1,Candace Cameron Bure,2.0,5.0,3.0,-3.0,1.0
18,2,Sean Avery,7.0,10.0,3.0,-3.0,0.8770235070653253
18,3,Charlie White,2.0,5.0,3.0,-3.0,0.9437527380433586
18,7,Amy Purdy,2.0,5.0,3.0,-3.0,0.8849957337275921
18,7,Meryl Davis,1.0,4.0,3.0,-3.0,0.9210587539313835
18,8,Amy Purdy,1.0,4.0,3.0,-3.0,0.862347357133885
18,9,Meryl Davis,1.0,4.0,3.0,-3.0,0.848672840834728
18,10,Meryl Davis,1.0,4.0,3.0,-3.0,0.37854267430269617
19,2,Lea Thompson,1.0,4.0,3.0,-3.0,1.0
19,2,Tommy Chong,8.0,11.0,3.0,-3.0,0.8592054345473946
19,3,Jonathan Bennett,4.0,7.0,3.0,-3.0,0.9285749876424897
19,4,Alfonso Ribeiro,1.0,4.0,3.0,-3.0,1.0
19,5,Sadie Robertson,1.0,4.0,3.0,-3.0,0.9914214833955801
19,8,Janel Parrish,1.0,4.0,3.0,-3.0,0.9543867599780098
19,11,Alfonso Ribeiro,1.0,4.0,3.0,-3.0,0.30270508410273467
20,2,Nastia Liukin,1.0,4.0,3.0,-3.0,1.0
20,5,Rumer Willis,1.0,4.0,3.0,-3.0,1.0
20,6,Chris Soules,5.0,8.0,3.0,-3.0,0.730711545997305
20,7,Nastia Liukin,1.0,4.0,3.0,-3.0,0.9270809637772823
21,2,Bindi Irwin,2.0,5.0,3.0,-3.0,1.0
21,2,Carlos PenaVega,4.0,7.0,3.0,-3.0,0.9766569342824094
21,5,Alexa PenaVega,1.0,4.0,3.0,-3.0,0.9883458389163576
21,5,Andy Grammer,4.0,7.0,3.0,-3.0,0.881952633678817
21,6,Tamar Braxton,1.0,4.0,3.0,-3.0,0.9692146892368234
21,7,Hayes Grier,2.0,5.0,3.0,-3.0,0.8772500594048247
21,11,Nick Carter,1.0,4.0,3.0,-3.0,0.316385410480748
22,2,Marla Maples,5.0,8.0,3.0,-3.0,0.9650128759430259
22,3,Marla Maples,6.0,9.0,3.0,-3.0,0.8933310382069415
22,4,Ginger Zee,1.0,4.0,3.0,-3.0,0.969991408762552
22,7,Ginger Zee,2.0,5.0,3.0,-3.0,0.8850319254965909
22,7,Kim Fields,5.0,8.0,3.0,-3.0,0.7860984016816945
22,8,Ginger Zee,1.0,4.0,3.0,-3.0,0.8783910836955265
22,9,Wanya Morris,1.0,4.0,3.0,-3.0,0.822061078683446
23,3,Calvin Johnson Jr.,1.0,4.0,3.0,-3.0,0.9890037210822513
23,3,Maureen McCormick,5.0,8.0,3.0,-3.0,0.8732240489625459
23,4,Laurie Hernandez,1.0,4.0,3.0,-3.0,1.0
23,5,Ryan Lochte,6.0,9.0,3.0,-3.0,0.7567913619749731
23,6,Jana Kramer,1.0,4.0,3.0,-3.0,0.955175194695854
23,7,Terra Jole,3.0,6.0,3.0,-3.0,0.8346636582778207
23,9,Laurie Hernandez,1.0,4.0,3.0,-3.0,0.8547633056389579
23,10,Laurie Hernandez,1.0,4.0,3.0,-3.0,0.8455275779850644
23,11,Laurie Hernandez,1.0,4.0,3.0,-3.0,0.3467592087237178
24,2,Erika Jayne,5.0,8.0,3.0,-3.0,0.9289726534317915
24,2,Heather Morris,3.0,6.0,3.0,-3.0,0.9665974665420555
24,3,Heather Morris,2.0,5.0,3.0,-3.0,0.9696642824773174
24,4,Simone Biles,2.0,5.0,3.0,-3.0,0.9625426424161677
25,2,Terrell Owens,9.0,12.0,3.0,-3.0,0.8431227779198756
25,3,Terrell Owens,6.0,9.0,3.0,-3.0,0.8517751411655865
25,4,Vanessa Lachey,4.0,7.0,3.0,-3.0,0.9401233213249381
25,6,Vanessa Lachey,4.0,7.0,3.0,-3.0,0.8800959794717091
25,10,Lindsey Stirling,1.0,4.0,3.0,-3.0,0.3345626445591484
26,2,Adam Rippon,1.0,4.0,3.0,-3.0,0.9661945496241101
27,5,Alexis Ren,1.0,4.0,3.0,-3.0,1.0
27,5,Juan Pablo Di Pace,1.0,4.0,3.0,-3.0,1.0
27,7,Evanna Lynch,1.0,4.0,3.0,-3.0,0.9698108183616321
27,8,Juan Pablo Di Pace,1.0,4.0,3.0,-3.0,0.9147232203840046
27,9,Milo Manheim,1.0,4.0,3.0,-3.0,0.3933774842524538
28,2,Kate Flannery,2.0,5.0,3.0,-3.0,1.0
28,4,Kel Mitchell,1.0,4.0,3.0,-3.0,0.9744968387485204
28,6,James Van Der Beek,1.0,4.0,3.0,-3.0,0.9237006140011941
28,6,Lauren Alaina,4.0,7.0,3.0,-3.0,0.8698026040596079
28,7,James Van Der Beek,1.0,4.0,3.0,-3.0,0.925015887371584
28,11,Ally Brooke,1.0,4.0,3.0,-3.0,0.356711328695962
29,1,Justina Machado,1.0,4.0,3.0,-3.0,1.0
29,1,Skai Jackson,1.0,4.0,3.0,-3.0,1.0
29,2,Chrishell Stause,6.0,9.0,3.0,-3.0,0.9116545814106025
29,3,Monica Aldama,7.0,10.0,3.0,-3.0,0.9033447692416071
29,4,Nelly,10.0,13.0,3.0,-3.0,0.7735485023770047
29,6,Kaitlyn Bristowe,1.0,4.0,3.0,-3.0,0.9969672360171651
29,7,Johnny Weir,2.0,5.0,3.0,-3.0,0.9170617810805441
29,9,Johnny Weir,1.0,4.0,3.0,-3.0,0.9132686335915665
29,9,Skai Jackson,3.0,6.0,3.0,-3.0,0.7253696367483946
29,10,Kaitlyn Bristowe,1.0,4.0,3.0,-3.0,0.8399498222870471
29,11,Justina Machado,1.0,4.0,3.0,-3.0,0.3286484488627539
30,3,Christine Chiu,7.0,10.0,3.0,-3.0,0.8915445794770026
30,5,Melanie C,3.0,6.0,3.0,-3.0,0.9351895121155394
30,7,Cody Rigsby,5.0,8.0,3.0,-3.0,0.7832516866385898
30,7,Melora Hardin,3.0,6.0,3.0,-3.0,0.8876060022478691
30,8,Suni Lee,1.0,4.0,3.0,-3.0,0.9249322353419528
30,9,Iman Shumpert,3.0,6.0,3.0,-3.0,0.7004929657120518
30,9,JoJo Siwa,1.0,4.0,3.0,-3.0,0.8481798813773347
30,10,Iman Shumpert,1.0,4.0,3.0,-3.0,0.17209691923532322
31,3,Joseph Baena,7.0,10.0,3.0,-3.0,0.8750396983977726
31,4,Jessie James Decker,8.0,11.0,3.0,-3.0,0.8266781059451224
31,5,Jessie James Decker,7.0,10.0,3.0,-3.0,0.8490851374153454
31,6,Daniel Durant,5.0,8.0,3.0,-3.0,0.8727299414158588
31,6,Shangela,3.0,6.0,3.0,-3.0,0.919352667592791
31,7,Trevor Donovan,1.0,4.0,3.0,-3.0,0.9371651909362947
31,9,Charli D'Amelio,1.0,4.0,3.0,-3.0,0.8728684222315019
31,10,Charli D'Amelio,1.0,4.0,3.0,-3.0,0.31163383169111736
32,1,Charity Lawson,1.0,4.0,3.0,-3.0,1.0
32,2,Harry Jowsey,10.0,13.0,3.0,-3.0,0.7595478395281353
32,5,Barry Williams,4.0,7.0,3.0,-3.0,0.814897952233715
32,9,Jason Mraz,1.0,4.0,3.0,-3.0,0.8664083575242314
32,11,Xochitl Gomez,1.0,4.0,3.0,-3.0,0.3763190865809345
33,2,Chandler Kinney,1.0,4.0,3.0,-3.0,1.0
33,2,Danny Amendola,5.0,8.0,3.0,-3.0,0.9222256003022774
33,4,Jenn Tran,4.0,7.0,3.0,-3.0,0.8771801718858596
33,5,Chandler Kinney,1.0,4.0,3.0,-3.0,0.919999109905512
33,6,Dwight Howard ,3.0,6.0,3.0,-3.0,0.8806040121182283
34,1,Robert Irwin,1.0,4.0,3.0,-3.0,1.0
34,1,Whitney Leavitt,1.0,4.0,3.0,-3.0,1.0
34,2,Alix Earle,5.0,8.0,3.0,-3.0,0.949951033425982
34,2,Lauren Jauregui,5.0,8.0,3.0,-3.0,0.949951033425982
34,4,Hilaria Baldwin,5.0,8.0,3.0,-3.0,0.9313069188968524
34,4,Whitney Leavitt,1.0,4.0,3.0,-3.0,0.9924607585182396
34,5,Alix Earle,2.0,5.0,3.0,-3.0,0.9619331656161743
34,5,Dylan Efron,1.0,4.0,3.0,-3.0,0.9778765756204263
34,6,Elaine Hendrix,3.0,6.0,3.0,-3.0,0.9296607220454511
34,9,Whitney Leavitt,1.0,4.0,3.0,-3.0,0.9002028056896306
3,2,Vivica A. Fox,3.0,7.0,4.0,-4.0,0.9236341238875363
3,5,Emmitt Smith,1.0,5.0,4.0,-4.0,0.8691804206925277
4,2,Billy Ray Cyrus,6.0,10.0,4.0,-4.0,0.8767966414306436
4,3,Leeza Gibbons,1.0,5.0,4.0,-4.0,0.9736131418993226
5,7,Mel B,1.0,5.0,4.0,-4.0,0.8626393697592832
6,1,Kristi Yamaguchi,1.0,5.0,4.0,-4.0,1.0
6,2,Jason Taylor,1.0,5.0,4.0,-4.0,1.0
6,2,Kristi Yamaguchi,1.0,5.0,4.0,-4.0,1.0
6,3,Steve Guttenberg,6.0,10.0,4.0,-4.0,0.8116985648671944
6,8,Cristian de la Fuente,1.0,5.0,4.0,-4.0,0.8231968483461043
7,1,Brooke Burke,1.0,5.0,4.0,-4.0,1.0
7,6,Lance Bass,1.0,5.0,4.0,-4.0,0.9105546196085105
7,7,Maurice Greene,2.0,6.0,4.0,-4.0,0.8059069058685311
8,1,Gilles Marini,1.0,5.0,4.0,-4.0,1.0
8,4,Gilles Marini,1.0,5.0,4.0,-4.0,1.0
9,1,Mya,3.0,7.0,4.0,-4.0,1.0
9,2,Mark Dacascos,4.0,8.0,4.0,-4.0,0.9446300224493598
9,5,Kelly Osbourne,4.0,8.0,4.0,-4.0,0.8979177500070561
9,6,Joanna Krupa,1.0,5.0,4.0,-4.0,1.0
9,7,Joanna Krupa,1.0,5.0,4.0,-4.0,0.8965024034604984
10,2,Nicole Scherzinger,1.0,5.0,4.0,-4.0,1.0
10,7,Nicole Scherzinger,1.0,5.0,4.0,-4.0,0.8244348739685695
11,1,Jennifer Grey,1.0,5.0,4.0,-4.0,1.0
11,5,Kurt Warner,3.0,7.0,4.0,-4.0,0.8402544079084908
13,2,Elisabetta Canalis,4.0,8.0,4.0,-4.0,0.9137665417306565
14,3,Melissa Gilbert,7.0,11.0,4.0,-4.0,0.7944740037143188
14,6,Katherine Jenkins,1.0,5.0,4.0,-4.0,1.0
14,8,William Levy,1.0,5.0,4.0,-4.0,0.8143858736601334
15,3,Helio Castroneves,4.0,8.0,4.0,-4.0,0.9250244051016308
15,5,Apolo Anton Ohno,2.0,6.0,4.0,-4.0,0.891022539926167
15,8,Apolo Anton Ohno,2.0,6.0,4.0,-4.0,0.8227806868482258
16,4,D. L. Hughley,6.0,10.0,4.0,-4.0,0.758689976201867
17,2,Jack Osbourne,4.0,8.0,4.0,-4.0,0.9690952731303819
17,5,Jack Osbourne,3.0,7.0,4.0,-4.0,0.890156449546839
17,7,Jack Osbourne,3.0,7.0,4.0,-4.0,0.8311342478553233
18,7,Candace Cameron Bure,3.0,7.0,4.0,-4.0,0.6914814996301153
18,8,Charlie White,1.0,5.0,4.0,-4.0,0.8443324313523337
19,9,Alfonso Ribeiro,1.0,5.0,4.0,-4.0,0.8884622799193069
20,2,Michael Sam,6.0,10.0,4.0,-4.0,0.9187785873963269
21,4,Bindi Irwin,1.0,5.0,4.0,-4.0,1.0
21,6,Andy Grammer,1.0,5.0,4.0,-4.0,0.9658500043452086
21,7,Andy Grammer,2.0,6.0,4.0,-4.0,0.8728698294574995
21,9,Alexa PenaVega,1.0,5.0,4.0,-4.0,0.8195681518565257
22,2,Doug Flutie,5.0,9.0,4.0,-4.0,0.9531227161054744
22,2,Paige VanZant,1.0,5.0,4.0,-4.0,1.0
22,2,Wanya Morris,1.0,5.0,4.0,-4.0,1.0
22,6,Antonio Brown,3.0,7.0,4.0,-4.0,0.8732556799786051
23,2,Laurie Hernandez,1.0,5.0,4.0,-4.0,1.0
23,4,Amber Rose,4.0,8.0,4.0,-4.0,0.9146700845647227
23,10,Terra Jole,1.0,5.0,4.0,-4.0,0.750869537445864
24,4,Bonner Bolton,5.0,9.0,4.0,-4.0,0.8458894392267194
24,6,Heather Morris,1.0,5.0,4.0,-4.0,0.9268062230999665
25,3,Derek Fisher,6.0,10.0,4.0,-4.0,0.8485587953611251
25,4,Terrell Owens,4.0,8.0,4.0,-4.0,0.9266057763780677
28,6,Sailor Brinkley-Cook,1.0,5.0,4.0,-4.0,0.9206080984369515
29,2,Anne Heche,6.0,10.0,4.0,-4.0,0.9099458424590885
29,2,Jeannie Mai,6.0,10.0,4.0,-4.0,0.9099458424590885
29,2,Johnny Weir,6.0,10.0,4.0,-4.0,0.9099458424590885
29,4,AJ McLean,3.0,7.0,4.0,-4.0,0.9582216949398695
29,4,Skai Jackson,1.0,5.0,4.0,-4.0,0.9886824950242269
29,5,Skai Jackson,5.0,9.0,4.0,-4.0,0.8826239666953358
29,6,Monica Aldama,1.0,5.0,4.0,-4.0,0.9771814752664811
29,8,Johnny Weir,1.0,5.0,4.0,-4.0,0.9103807558611335
29,9,Kaitlyn Bristowe,1.0,5.0,4.0,-4.0,0.8738571471703185
30,2,JoJo Siwa,2.0,6.0,4.0,-4.0,1.0
30,8,Melora Hardin,1.0,5.0,4.0,-4.0,0.9063671592873889
31,1,Wayne Brady,2.0,6.0,4.0,-4.0,1.0
31,2,Charli D'Amelio,1.0,5.0,4.0,-4.0,1.0
31,2,Gabby Windey,1.0,5.0,4.0,-4.0,1.0
31,2,Wayne Brady,1.0,5.0,4.0,-4.0,1.0
31,5,Charli D'Amelio,1.0,5.0,4.0,-4.0,1.0
31,7,Daniel Durant,4.0,8.0,4.0,-4.0,0.8687045481176009
32,7,Ariana Madix,1.0,5.0,4.0,-4.0,0.8984104091814854
32,11,Jason Mraz,1.0,5.0,4.0,-4.0,0.27362915746629135
33,4,Phaedra Parks,4.0,8.0,4.0,-4.0,0.8618966427937184
33,9,Chandler Kinney,1.0,5.0,4.0,-4.0,0.403196076950467
34,3,Whitney Leavitt,1.0,5.0,4.0,-4.0,0.9752206754048182
34,4,Elaine Hendrix,2.0,6.0,4.0,-4.0,0.9672334339731198
34,7,Alix Earle,1.0,5.0,4.0,-4.0,1.0
34,9,Robert Irwin,1.0,5.0,4.0,-4.0,0.8891284454491555
34,10,Robert Irwin,1.0,5.0,4.0,-4.0,0.8650994841759918
34,11,Alix Earle,1.0,5.0,4.0,-4.0,0.32775257608451347
5,4,Cameron Mathison,2.0,7.0,5.0,-5.0,0.9468031160488196
9,2,Natalie Coughlin,4.0,9.0,5.0,-5.0,0.9428338681722583
12,7,Ralph Macchio,1.0,6.0,5.0,-5.0,0.7987509323626248
14,1,Jaleel White,1.0,6.0,5.0,-5.0,1.0
14,1,Katherine Jenkins,1.0,6.0,5.0,-5.0,1.0
14,2,Katherine Jenkins,1.0,6.0,5.0,-5.0,1.0
14,2,Roshon Fegan,1.0,6.0,5.0,-5.0,1.0
15,3,Kelly Monaco,1.0,6.0,5.0,-5.0,0.9609042696091523
15,6,Apolo Anton Ohno,1.0,6.0,5.0,-5.0,0.8944466212185961
16,1,Zendaya,1.0,6.0,5.0,-5.0,1.0
17,3,Brant Daugherty,1.0,6.0,5.0,-5.0,1.0
17,8,Jack Osbourne,1.0,6.0,5.0,-5.0,0.8294687493227915
18,1,Charlie White,1.0,6.0,5.0,-5.0,1.0
19,1,Sadie Robertson,2.0,7.0,5.0,-5.0,1.0
21,2,Tamar Braxton,1.0,6.0,5.0,-5.0,1.0
22,8,Jodie Sweetin,1.0,6.0,5.0,-5.0,0.8190994028312664
23,5,Marilu Henner,2.0,7.0,5.0,-5.0,0.8964184282389422
24,1,Simone Biles,1.0,6.0,5.0,-5.0,1.0
25,3,Nick Lachey,6.0,11.0,5.0,-5.0,0.8417395959449641
25,4,Sasha Pieterse,4.0,9.0,5.0,-5.0,0.9084029684143761
27,3,Juan Pablo Di Pace,1.0,6.0,5.0,-5.0,1.0
27,4,Milo Manheim,1.0,6.0,5.0,-5.0,1.0
28,2,Hannah Brown,1.0,6.0,5.0,-5.0,1.0
28,6,Kate Flannery,1.0,6.0,5.0,-5.0,0.9158742815461282
28,7,Lauren Alaina,1.0,6.0,5.0,-5.0,0.8720764909264034
29,3,Johnny Weir,1.0,6.0,5.0,-5.0,1.0
29,3,Nev Schulman,1.0,6.0,5.0,-5.0,1.0
30,5,Kenya Moore,3.0,8.0,5.0,-5.0,0.8854323335450216
30,6,Cody Rigsby,5.0,10.0,5.0,-5.0,0.7719034128873813
32,5,Mauricio Umansky,4.0,9.0,5.0,-5.0,0.7696399514806179
34,3,Scott Hoying,5.0,10.0,5.0,-5.0,0.8905682521246931
34,4,Alix Earle,2.0,7.0,5.0,-5.0,0.9561973963359314
34,6,Danielle Fishel,3.0,8.0,5.0,-5.0,0.8271458760593948
34,8,Whitney Leavitt,1.0,6.0,5.0,-5.0,0.9076646625954482
9,1,Aaron Carter,2.0,8.0,6.0,-6.0,1.0
17,1,Amber Riley,1.0,7.0,6.0,-6.0,1.0
17,2,Corbin Bleu,1.0,7.0,6.0,-6.0,1.0
21,1,Bindi Irwin,1.0,7.0,6.0,-6.0,1.0
21,1,Nick Carter,1.0,7.0,6.0,-6.0,1.0
25,7,Drew Scott,2.0,8.0,6.0,-6.0,0.8541088879697997
28,4,Lauren Alaina,1.0,7.0,6.0,-6.0,0.9547827897245735
29,4,Monica Aldama,3.0,9.0,6.0,-6.0,0.9283552200865619
29,5,Nelly,5.0,11.0,6.0,-6.0,0.8404572779119879
30,2,Amanda Kloots,1.0,7.0,6.0,-6.0,1.0
31,1,Charli D'Amelio,1.0,7.0,6.0,-6.0,1.0
19,1,Alfonso Ribeiro,1.0,8.0,7.0,-7.0,1.0
29,2,Nelly,6.0,13.0,7.0,-7.0,0.9093211855525888
29,7,Nelly,2.0,9.0,7.0,-7.0,0.8493350207912529
30,1,JoJo Siwa,1.0,8.0,7.0,-7.0,1.0
30,6,Iman Shumpert,1.0,8.0,7.0,-7.0,0.8546264015995588
29,7,Skai Jackson,2.0,10.0,8.0,-8.0,0.8322802340011476
9,1,Joanna Krupa,1.0,11.0,10.0,-10.0,1.0
